OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-11521 [DTC],2025-008L,2025-01-25T13:18:59.604192,15.84516707,.0001499,43.0065,69.1077,257.3319,102.7386,0,U,62597,999,305,.38886E-3,.92608E-3,0
STARLINK-11258 [DTC],2025-008M,2025-01-25T13:18:22.002048,15.84419406,.0001402,43.0058,69.1039,268.7184,91.3528,0,U,62598,999,306,.11948E-3,.27726E-3,0
STARLINK-11529 [DTC],2025-008N,2025-01-25T13:17:41.788032,15.84419148,.0001486,43.0063,69.0988,236.8317,123.2413,0,U,62599,999,306,.13944E-3,.32468E-3,0
STARLINK-32747,2025-008P,2025-01-25T22:00:01.999584,15.75800858,.0001451,43.0038,66.9995,273.2613,306.1427,0,U,62600,999,313,-.63541E-2,-.907458E-2,0
STARLINK-32767,2025-008Q,2025-01-25T22:00:01.999584,15.75713554,.0001402,43.0036,66.9942,277.1822,304.2212,0,U,62601,999,319,-.59223E-2,-.848563E-2,0
STARLINK-32769,2025-008R,2025-01-25T22:00:01.999584,15.75656817,.0001226,43.0036,66.9891,273.9753,309.3927,0,U,62602,999,319,-.55331E-2,-.795802E-2,0
STARLINK-32778,2025-008S,2025-01-25T22:00:01.999584,15.75588867,.0001497,43.0037,66.9844,265.4986,319.8405,0,U,62603,999,313,-.50583E-2,-.731047E-2,0
STARLINK-32710,2025-008T,2025-01-25T22:00:01.999584,15.75531345,.0001203,43.0035,66.9791,272.8472,314.4502,0,U,62604,999,313,-.45984E-2,-.667835E-2,0
STARLINK-32742,2025-008U,2025-01-25T22:00:01.999584,15.75428426,.0001534,43.0035,66.9745,272.4789,316.8021,0,U,62605,999,318,-.37125E-2,-.544684E-2,0
STARLINK-32783,2025-008V,2025-01-25T22:00:01.999584,15.75363606,.000121,43.0037,66.9698,277.6380,313.6013,0,U,62606,999,313,-.32575E-2,-.480186E-2,0
STARLINK-32784,2025-008W,2025-01-25T22:00:01.999584,15.75323820,.0001365,43.0034,66.9647,284.8602,308.3190,0,U,62607,999,319,-.29974E-2,-.443044E-2,0
BLUE GHOST,2025-010A,2025-01-15T07:11:06.515808,0.12641706,.96084,35.0400,359.0739,346.4200,0.0135,0,U,62716,999,0,0,-.32E-3,.26295E-4
HAKUTO-R,2025-010B,2025-01-15T07:37:52.374720,0.10673359,.96509,35.1700,0.1839,345.5700,0.7230,0,U,62717,999,0,0,-.38243E-3,.31373E-4
FALCON 9 DEB,2025-010C,2025-01-15T07:11:06.515808,0.12641706,.96084,35.0400,359.0739,346.4200,0.0135,0,U,62718,999,0,0,-.32E-3,.26295E-4
FALCON 9 R/B,2025-010D,2025-01-15T07:37:52.374720,0.10673359,.96509,35.1700,0.1839,345.5700,0.7230,0,U,62719,999,0,0,-.38243E-3,.31373E-4
BLUE RING PATHFINDER,2025-011A,2025-01-25T04:51:53.160768,3.84317800,.4887822,30.0050,33.2186,273.1429,34.2547,0,U,62720,999,34,0,-.88E-6,0
2025-012A,2025-012A,2025-01-25T22:30:37.779264,15.14329512,.0008651,97.4801,101.7448,242.8832,117.1518,0,U,62725,999,127,.83269E-3,.15225E-3,0
2025-012B,2025-012B,2025-01-25T20:54:00.864576,15.14578197,.0008977,97.4800,101.6812,240.9761,119.0572,0,U,62726,999,128,.48306E-3,.886E-4,0
2025-012C,2025-012C,2025-01-25T20:54:36.673920,15.14563851,.0008584,97.4803,101.6808,238.5356,121.5038,0,U,62727,999,126,.77303E-3,.14221E-3,0
2025-012D,2025-012D,2025-01-25T22:31:29.732448,15.14506550,.0008655,97.4804,101.7446,229.7333,130.3142,0,U,62728,999,127,.16017E-2,.29549E-3,0
2025-013A,2025-013A,2025-01-25T21:41:24.553824,15.09531777,.0013763,97.6083,192.9511,266.8880,93.0774,0,U,62729,999,83,.12386E-2,.19886E-3,0
2025-013B,2025-013B,2025-01-25T21:41:26.033856,15.09354948,.0013705,97.6089,192.9515,265.8783,94.0880,0,U,62730,999,83,.50853E-3,.8074E-4,0
2025-013C,2025-013C,2025-01-25T16:54:34.667424,15.09456333,.001368,97.6104,192.7558,268.3545,91.6117,0,U,62731,999,80,.70139E-3,.11196E-3,0
2025-013D,2025-013D,2025-01-24T17:02:35.051424,15.09572167,.0013691,97.6083,191.7692,273.1637,86.8026,0,U,62732,999,59,.61074E-3,.977E-4,0
2025-013E,2025-013E,2025-01-23T21:57:09.717984,15.09581540,.0013758,97.6099,190.9772,278.2532,81.7137,0,U,62733,999,42,.56415E-3,.9021E-4,0
STARLINK-32806,2025-014A,2025-01-25T22:00:01.999584,15.82959565,.0001614,43.0096,310.4699,262.2239,44.1208,0,U,62735,999,179,-.49177E-2,-.969203E-2,0
STARLINK-32329,2025-014B,2025-01-25T22:00:01.999584,15.83054459,.0001778,43.0095,310.4673,267.6876,39.6722,0,U,62736,999,169,-.49432E-2,-.977735E-2,0
STARLINK-32774,2025-014C,2025-01-25T22:00:01.999584,15.83269664,.0001801,43.0096,310.4618,254.7239,54.9358,0,U,62737,999,169,-.49857E-2,-.994367E-2,0
STARLINK-32802,2025-014D,2025-01-25T22:00:01.999584,15.83155770,.0001673,43.0095,310.4646,268.7274,39.7199,0,U,62738,999,179,-.49606E-2,-.985023E-2,0
STARLINK-32796,2025-014E,2025-01-25T22:00:01.999584,15.83385251,.0001829,43.0095,310.4585,267.7136,43.1482,0,U,62739,999,179,-.50405E-2,-.1009102E-1,0
STARLINK-32805,2025-014F,2025-01-25T22:00:01.999584,15.83491361,.0001802,43.0094,310.4557,257.3653,54.6345,0,U,62740,999,179,-.50563E-2,-.1016508E-1,0
STARLINK-32770,2025-014G,2025-01-25T22:00:01.999584,15.83589351,.000176,43.0095,310.4530,259.3711,53.6887,0,U,62741,999,186,-.50624E-2,-.1021852E-1,0
STARLINK-32775,2025-014H,2025-01-25T22:00:01.999584,15.83703784,.0001637,43.0094,310.4500,265.1016,49.1303,0,U,62742,999,179,-.51092E-2,-.1035239E-1,0
STARLINK-32800,2025-014J,2025-01-25T22:00:01.999584,15.83800910,.000179,43.0093,310.4473,263.1840,52.0997,0,U,62743,999,179,-.5116E-2,-.1040855E-1,0
STARLINK-32758,2025-014K,2025-01-25T22:00:01.999584,15.84023628,.0001682,43.0094,310.4415,257.6987,59.9290,0,U,62744,999,191,-.51711E-2,-.1060788E-1,0
STARLINK-32746,2025-014L,2025-01-25T22:00:01.999584,15.83907551,.0001684,43.0092,310.4443,268.7072,47.7225,0,U,62745,999,179,-.5139E-2,-.1049728E-1,0
STARLINK-32780,2025-014M,2025-01-25T22:00:01.999584,15.84238456,.0001628,43.0090,310.4356,267.9577,51.9319,0,U,62746,999,179,-.52247E-2,-.1080354E-1,0
STARLINK-32765,2025-014N,2025-01-25T22:00:01.999584,15.84123169,.0001733,43.0090,310.4384,263.9265,54.7693,0,U,62747,999,179,-.51916E-2,-.1069078E-1,0
STARLINK-32762,2025-014P,2025-01-25T22:00:01.999584,15.84355332,.0001779,43.0090,310.4322,258.0744,63.0526,0,U,62748,999,179,-.5245E-2,-.1089574E-1,0
STARLINK-32761,2025-014Q,2025-01-25T22:00:01.999584,15.84456139,.0001343,43.0089,310.4298,263.0488,59.1491,0,U,62749,999,179,-.52466E-2,-.1094335E-1,0
STARLINK-32763,2025-014R,2025-01-25T22:00:01.999584,15.84572414,.0001755,43.0091,310.4266,265.5695,57.8473,0,U,62750,999,179,-.52918E-2,-.1128534E-1,0
STARLINK-32759,2025-014S,2025-01-25T22:00:01.999584,15.84685808,.0001669,43.0091,310.4236,256.4472,68.1465,0,U,62751,999,179,-.5309E-2,-.1137386E-1,0
STARLINK-32756,2025-014T,2025-01-25T22:00:01.999584,15.84811024,.0001663,43.0091,310.4204,263.7917,62.0950,0,U,62752,999,179,-.53633E-2,-.1154082E-1,0
STARLINK-32751,2025-014U,2025-01-25T22:00:01.999584,15.84900900,.0001845,43.0091,310.4179,262.9529,63.9204,0,U,62753,999,186,-.5346E-2,-.1155368E-1,0
STARLINK-32740,2025-014V,2025-01-25T22:00:01.999584,15.85026934,.0001644,43.0092,310.4147,257.1569,71.0029,0,U,62754,999,186,-.5381E-2,-.1168425E-1,0
STARLINK-32745,2025-014W,2025-01-25T22:00:01.999584,15.85126421,.0001837,43.0093,310.4123,263.8242,65.3489,0,U,62755,999,179,-.54155E-2,-.1180337E-1,0
USA 485,2025-014X,2025-01-25T16:08:48.974784,15.87001538,.0002755,43.0107,311.9523,275.1108,84.9451,0,U,62756,999,70,.46435E-3,.125442E-2,0
USA 486,2025-014Y,2025-01-25T19:09:57.938400,15.86467296,.000207,43.0097,311.1736,238.1317,121.9356,0,U,62757,999,72,.51717E-3,.136304E-2,0
STARLINK-33596,2025-015A,2025-01-25T22:00:01.999584,16.01013782,.0000495,53.1608,65.8789,48.1738,151.8423,0,U,62758,999,185,-.82537E-3,-.463619E-2,.8653E-4
STARLINK-33589,2025-015B,2025-01-25T22:00:01.999584,15.95261958,.0000666,53.1618,65.9655,64.4723,93.9853,0,U,62759,999,185,-.17704E-2,-.717803E-2,.17419E-3
STARLINK-33575,2025-015C,2025-01-25T22:00:01.999584,15.95351530,.0000705,53.1617,65.9637,57.3859,101.9504,0,U,62760,999,185,-.1771E-2,-.721499E-2,.17595E-3
STARLINK-33584,2025-015D,2025-01-25T22:00:01.999584,15.95467497,.0000881,53.1618,65.9615,45.6172,114.7108,0,U,62761,999,191,-.17912E-2,-.734215E-2,.18173E-3
STARLINK-33577,2025-015E,2025-01-25T22:00:01.999584,15.95586768,.0000677,53.1619,65.9595,55.1783,106.1837,0,U,62762,999,191,-.17801E-2,-.734381E-2,.18202E-3
STARLINK-33597,2025-015F,2025-01-25T22:00:01.999584,15.95704422,.0000409,53.1618,65.9575,95.5958,66.7943,0,U,62763,999,191,-.17695E-2,-.734668E-2,.18237E-3
STARLINK-33579,2025-015G,2025-01-25T22:00:01.999584,15.95824600,.000057,53.1619,65.9554,77.8533,85.5802,0,U,62764,999,191,-.17637E-2,-.737041E-2,.18364E-3
STARLINK-33592,2025-015H,2025-01-25T22:00:01.999584,15.95927345,.0000763,53.1619,65.9534,63.2773,101.0936,0,U,62765,999,178,-.17673E-2,-.742644E-2,.18634E-3
STARLINK-33595,2025-015J,2025-01-25T22:00:01.999584,15.96062548,.000041,53.1619,65.9510,60.5462,104.9307,0,U,62766,999,191,-.17677E-2,-.748235E-2,.18911E-3
STARLINK-33572,2025-015K,2025-01-25T22:00:01.999584,15.96174134,.0000777,53.1620,65.9490,62.9820,103.5069,0,U,62767,999,185,-.17562E-2,-.747927E-2,.18919E-3
STARLINK-33601,2025-015L,2025-01-25T22:00:01.999584,15.96263402,.0000641,53.1619,65.9471,59.0345,108.2907,0,U,62768,999,191,-.17623E-2,-.754129E-2,.19218E-3
STARLINK-33569,2025-015M,2025-01-25T22:00:01.999584,15.96378694,.0000733,53.1619,65.9451,50.3326,117.9910,0,U,62769,999,191,-.17711E-2,-.762615E-2,.1963E-3
STARLINK-33594,2025-015N,2025-01-25T22:00:01.999584,15.96601727,.0000655,53.1619,65.9411,50.5940,119.7109,0,U,62770,999,191,-.17652E-2,-.769355E-2,.19987E-3
STARLINK-33598,2025-015P,2025-01-25T22:00:01.999584,15.96479057,.0000792,53.1620,65.9432,62.9730,106.2997,0,U,62771,999,191,-.17608E-2,-.762364E-2,.19638E-3
STARLINK-33600,2025-015Q,2025-01-25T22:00:01.999584,15.96720576,.0000509,53.1621,65.9388,62.0587,109.2780,0,U,62772,999,191,-.17535E-2,-.769253E-2,.20007E-3
STARLINK-33567,2025-015R,2025-01-25T22:00:01.999584,15.96833345,.0000712,53.1622,65.9371,47.4830,124.8484,0,U,62773,999,191,-.17562E-2,-.775186E-2,.20308E-3
STARLINK-33574,2025-015S,2025-01-25T22:00:01.999584,15.96963499,.0000612,53.1620,65.9344,64.2548,109.1725,0,U,62774,999,148,-.17408E-2,-.773922E-2,.20276E-3
STARLINK-33576,2025-015T,2025-01-25T22:00:01.999584,15.97062334,.0000669,53.1621,65.9325,67.5311,106.8118,0,U,62775,999,185,-.1738E-2,-.776876E-2,.20436E-3
STARLINK-33570,2025-015U,2025-01-25T22:00:01.999584,15.97183902,.0000648,53.1623,65.9306,54.4895,120.8780,0,U,62776,999,185,-.17433E-2,-.784423E-2,.20819E-3
STARLINK-33591,2025-015V,2025-01-25T22:00:01.999584,15.97288040,.0000559,53.1623,65.9285,75.7943,100.5241,0,U,62777,999,191,-.17298E-2,-.782854E-2,.20767E-3
STARLINK-33573,2025-015W,2025-01-25T22:00:01.999584,15.97430160,.0000479,53.1623,65.9262,71.6494,105.7910,0,U,62778,999,191,-.17328E-2,-.790335E-2,.21155E-3
STARLINK-33568,2025-015X,2025-01-25T22:00:01.999584,15.97495896,.0000586,53.1623,65.9246,73.9122,104.3034,0,U,62779,999,175,-.17199E-2,-.787349E-2,.21027E-3
STARLINK-33593,2025-015Y,2025-01-25T22:00:01.999584,15.97640173,.0000646,53.1622,65.9221,66.5845,112.7845,0,U,62780,999,191,-.17149E-2,-.791341E-2,.2125E-3
STARLINK-33588,2025-015Z,2025-01-25T22:00:01.999584,15.97746770,.0000769,53.1622,65.9200,52.7270,127.5871,0,U,62781,999,191,-.17178E-2,-.797343E-2,.21564E-3
STARLINK-33585,2025-015AA,2025-01-25T22:00:01.999584,15.97863301,.0000306,53.1623,65.9182,69.7462,111.5650,0,U,62782,999,164,-.17145E-2,-.800937E-2,.21765E-3
STARLINK-33582,2025-015AB,2025-01-25T22:00:01.999584,15.98120865,.0000453,53.1621,65.9136,69.1034,114.3638,0,U,62783,999,185,-.16897E-2,-.800789E-2,.21817E-3
STARLINK-33581,2025-015AC,2025-01-25T22:00:01.999584,15.97997432,.0000554,53.1621,65.9158,77.1300,105.2877,0,U,62784,999,191,-.16991E-2,-.799725E-2,.21737E-3
TJS-14,2025-017A,2025-01-23T19:46:54.026688,2.28112302,.7305768,28.4771,353.3842,179.8015,132.0558,0,U,62804,999,0,0,.227E-5,-.39377E-6
CZ-3B R/B,2025-017B,2025-01-25T03:14:15.384192,2.38077957,.7240991,28.4582,352.9146,179.8705,180.8143,0,U,62805,999,3,.11732E-2,.63749E-3,-.49755E-6
